,Method,a,b,k,e
741,golden_ratio,-7.881086754988094e-10,7.881089522379617e-10,1.6180339883392616,1e-09
742,fibonacci,-2.0,2.0,1.0,1e-09
743,fibonacci,-2.0,0.4721359549995796,1.6180339887498947,1e-09
744,fibonacci,-1.0557280900008412,0.4721359549995796,1.6180339887498947,1e-09
745,fibonacci,-0.4721359549995794,0.4721359549995796,1.6180339887498947,1e-09
746,fibonacci,-0.4721359549995794,0.11145618000168267,1.6180339887498945,1e-09
747,fibonacci,-0.24922359499621444,0.11145618000168267,1.618033988749895,1e-09
748,fibonacci,-0.11145618000168223,0.11145618000168267,1.6180339887498951,1e-09
749,fibonacci,-0.11145618000168223,0.02631123499284993,1.6180339887498945,1e-09
750,fibonacci,-0.05883371001598285,0.02631123499284993,1.618033988749895,1e-09
751,fibonacci,-0.026311234992849514,0.02631123499284993,1.6180339887498927,1e-09
752,fibonacci,-0.026311234992849514,0.006211240030283935,1.618033988749895,1e-09
753,fibonacci,-0.013888754932282069,0.006211240030283935,1.6180339887498942,1e-09
754,fibonacci,-0.00621124003028347,0.006211240030283935,1.618033988749902,1e-09
755,fibonacci,-0.00621124003028347,0.001466274871715064,1.6180339887498896,1e-09
756,fibonacci,-0.0032786902868538075,0.001466274871715064,1.6180339887499084,1e-09
757,fibonacci,-0.0014662748717146241,0.001466274871715064,1.6180339887498447,1e-09
758,fibonacci,-0.0014662748717146241,0.0003461405434246011,1.618033988749989,1e-09
759,fibonacci,-0.0007739937848658617,0.0003461405434246011,1.618033988749648,1e-09
760,fibonacci,-0.0003461405434241455,0.0003461405434246011,1.618033988750578,1e-09
761,fibonacci,-0.0003461405434241455,8.171269801754492e-05,1.6180339887482036,1e-09
762,fibonacci,-0.00018271514738951126,8.171269801754492e-05,1.6180339887543225,1e-09
763,fibonacci,-8.171269801709915e-05,8.171269801754492e-05,1.6180339887382063,1e-09
764,fibonacci,-8.171269801709915e-05,1.928975135532877e-05,1.6180339887802428,1e-09
765,fibonacci,-4.313319530688738e-05,1.928975135532877e-05,1.6180339886704433,1e-09
766,fibonacci,-1.928975135487694e-05,1.928975135532877e-05,1.618033988958156,1e-09
767,fibonacci,-1.928975135487694e-05,4.553692597123684e-06,1.6180339882053252,1e-09
768,fibonacci,-1.0182366161081399e-05,4.553692597123684e-06,1.6180339901755971,1e-09
769,fibonacci,-4.553692596675604e-06,4.553692597123684e-06,1.6180339850166925,1e-09
770,fibonacci,-4.553692596675604e-06,1.0749809677362529e-06,1.6180339985218033,1e-09
771,fibonacci,-2.4037306616511783e-06,1.0749809677362529e-06,1.6180339631667064,1e-09
772,fibonacci,-1.0749809672858566e-06,1.0749809677362529e-06,1.618034055729297,1e-09
773,fibonacci,-1.0749809672858566e-06,2.5376872707571814e-07,1.618033813400125,1e-09
774,fibonacci,-5.674435135848168e-07,2.5376872707571814e-07,1.618034447821682,1e-09
775,fibonacci,-2.53768726626753e-07,2.5376872707571814e-07,1.618032786880683,1e-09
776,fibonacci,-2.53768726626753e-07,5.99060603336267e-08,1.6180371352785146,1e-09
777,fibonacci,-1.3395660640846474e-07,5.99060603336267e-08,1.6180257510729612,1e-09
778,fibonacci,-5.990605988377703e-08,5.99060603336267e-08,1.6180555555675011,1e-09
779,fibonacci,-5.990605988377703e-08,1.4144486639479448e-08,1.6179775280898876,1e-09
780,fibonacci,-3.161708705466782e-08,1.4144486639479448e-08,1.618181818181818,1e-09
781,fibonacci,-1.414448619017646e-08,1.4144486639479448e-08,1.6176470587922682,1e-09
782,fibonacci,-1.414448619017646e-08,3.3281146751992494e-09,1.6190476190476188,1e-09
783,fibonacci,-7.488257289080953e-09,3.3281146751992494e-09,1.6153846153846152,1e-09
784,fibonacci,-3.328114225558599e-09,3.3281146751992494e-09,1.6250000000824338,1e-09
785,fibonacci,-3.328114225558599e-09,8.320288374150563e-10,1.6,1e-09
786,fibonacci,-1.6640570003691368e-09,8.320288374150563e-10,1.6666666666666667,1e-09
787,parabolic,-2.0,2.0,1.0,1e-09
788,parabolic,-0.7207948703648465,2.0,1.4701586082686262,1e-09
789,parabolic,-0.26544714754222193,2.0,1.2009968421980757,1e-09
790,parabolic,-0.08797977224582557,2.0,1.084994777083263,1e-09
791,parabolic,-0.0273176113185062,2.0,1.0299223765376688,1e-09
792,parabolic,-0.008260960648032141,2.0,1.0094891306677218,1e-09
793,parabolic,-0.0024762949906520586,2.0,1.0028887561225324,1e-09
794,parabolic,-0.0007402780567819726,2.0,1.0008676873020002,1e-09
795,parabolic,-0.00022112177706011673,2.0,1.0002595494438438,1e-09
796,parabolic,-6.603308115171944e-05,2.0,1.0000775417877925,1e-09
797,parabolic,-1.9717858700214587e-05,2.0,1.000023157382919,1e-09
798,parabolic,-5.8877372744529025e-06,2.0,1.0000069150403557,1e-09
799,parabolic,-1.7580622687869432e-06,2.0,1.000002064835688,1e-09
800,parabolic,-5.249515659949559e-07,2.0,1.0000006165551893,1e-09
801,parabolic,-1.567487061002617e-07,2.0,1.0000001841014157,1e-09
802,parabolic,-4.680460860712416e-08,2.0,1.0000000549720474,1e-09
803,parabolic,-1.3975689671841542e-08,2.0,1.0000000164144593,1e-09
804,parabolic,-4.17309116735829e-09,2.0,1.0000000049012991,1e-09
805,parabolic,-1.2460701560516985e-09,2.0,1.0000000014635104,1e-09
806,brent,-2.0,2.0,1.0,1e-09
807,brent,-2.0,0.7639320225002102,1.447213595499958,1e-09
808,brent,-2.0,0.2917960675006308,1.2060113295832984,1e-09
809,brent,-2.0,0.06509898308689066,1.1097754084769704,1e-09
810,brent,-2.0,0.007908487738047046,1.0284826204471451,1e-09
811,brent,-2.0,0.0002480941061606878,1.0038297217502459,1e-09
812,brent,-2.0,9.770247153393003e-07,1.0001235584803627,1e-09
813,dichotomy,-2.0,2.0,1.0,1e-10
814,dichotomy,-2.0,3e-11,1.99999999997,1e-10
815,dichotomy,-1.000000000015,3e-11,1.99999999994,1e-10
816,dichotomy,-0.5000000000225,3e-11,1.99999999988,1e-10
817,dichotomy,-0.25000000002625,3e-11,1.99999999976,1e-10
818,dichotomy,-0.125000000028125,3e-11,1.99999999952,1e-10
819,dichotomy,-0.0625000000290625,3e-11,1.99999999904,1e-10
820,dichotomy,-0.03125000002953125,3e-11,1.9999999980799998,1e-10
821,dichotomy,-0.015625000029765627,3e-11,1.9999999961600001,1e-10
822,dichotomy,-0.007812500029882813,3e-11,1.9999999923199998,1e-10
823,dichotomy,-0.003906250029941407,3e-11,1.9999999846400003,1e-10
824,dichotomy,-0.0019531250299707034,3e-11,1.999999969280001,1e-10
825,dichotomy,-0.0009765625299853517,3e-11,1.9999999385600036,1e-10
826,dichotomy,-0.0004882812799926759,3e-11,1.9999998771200151,1e-10
827,dichotomy,-0.00024414065499633793,3e-11,1.9999997542400605,1e-10
828,dichotomy,-0.00012207034249816896,3e-11,1.9999995084802418,1e-10
829,dichotomy,-6.103518624908447e-05,3e-11,1.9999990169609663,1e-10
830,dichotomy,-3.051760812454224e-05,3e-11,1.9999980339238652,1e-10
831,dichotomy,-1.525881906227112e-05,3e-11,1.999996067855462,1e-10
832,dichotomy,-7.62942453113556e-06,3e-11,1.9999921357418469,1e-10
833,dichotomy,-3.81472726556778e-06,3e-11,1.9999842716073857,1e-10
834,dichotomy,-1.90737863278389e-06,3e-11,1.999968543709529,1e-10
835,dichotomy,-9.53704316391945e-07,3e-11,1.999937089397992,1e-10
836,dichotomy,-4.768671581959725e-07,3e-11,1.9998741867109737,1e-10
837,dichotomy,-2.3844857909798626e-07,3e-11,1.9997484050759322,1e-10
838,dichotomy,-1.1923928954899312e-07,3e-11,1.9994969367200317,1e-10
839,dichotomy,-5.963464477449656e-08,3e-11,1.998994379330896,1e-10
840,dichotomy,-2.983232238724828e-08,3e-11,1.997990779175781,1e-10
841,dichotomy,-1.493116119362414e-08,3e-11,1.99598961609841,1e-10
842,dichotomy,-7.48058059681207e-09,3e-11,1.992011270070723,1e-10
843,dichotomy,-3.755290298406035e-09,3e-11,1.9841491681562005,1e-10
844,dichotomy,-1.8926451492030175e-09,3e-11,1.9687929933275146,1e-10
845,dichotomy,-9.613225746015088e-10,3e-11,1.9394747970668185,1e-10
846,dichotomy,-4.956612873007544e-10,3e-11,1.8858580583171778,1e-10
847,dichotomy,-2.628306436503772e-10,3e-11,1.7951034111319424,1e-10
848,dichotomy,-1.464153218251886e-10,3e-11,1.6598934866924173,1e-10
849,dichotomy,-8.82076609125943e-11,3e-11,1.4924186847385,1e-10
850,golden_ratio,-2.0,2.0,1.0,1e-10
851,golden_ratio,-2.0,0.4721359549995796,1.6180339887498947,1e-10
852,golden_ratio,-1.0557280900008412,0.4721359549995796,1.6180339887498947,1e-10
853,golden_ratio,-0.4721359549995796,0.4721359549995796,1.6180339887498942,1e-10
854,golden_ratio,-0.4721359549995796,0.11145618000168256,1.6180339887498947,1e-10
855,golden_ratio,-0.24922359499621466,0.11145618000168256,1.6180339887498947,1e-10
856,golden_ratio,-0.11145618000168223,0.11145618000168256,1.6180339887498965,1e-10
857,golden_ratio,-0.11145618000168223,0.026311234992849847,1.6180339887498947,1e-10
858,golden_ratio,-0.05883371001598289,0.026311234992849847,1.6180339887498947,1e-10
859,golden_ratio,-0.026311234992849625,0.026311234992849847,1.6180339887498911,1e-10
860,golden_ratio,-0.026311234992849625,0.006211240030283845,1.6180339887498947,1e-10
861,golden_ratio,-0.013888754932282164,0.006211240030283845,1.6180339887498947,1e-10
862,golden_ratio,-0.006211240030283539,0.006211240030283845,1.6180339887499053,1e-10
863,golden_ratio,-0.006211240030283539,0.0014662748717149572,1.6180339887498947,1e-10
864,golden_ratio,-0.003278690286853932,0.0014662748717149572,1.6180339887498947,1e-10
865,golden_ratio,-0.0014662748717146996,0.0014662748717149572,1.6180339887498678,1e-10
866,golden_ratio,-0.0014662748717146996,0.00034614054342461216,1.6180339887498947,1e-10
867,golden_ratio,-0.0007739937848657333,0.00034614054342461216,1.6180339887498947,1e-10
868,golden_ratio,-0.00034614054342432376,0.00034614054342461216,1.6180339887499662,1e-10
869,golden_ratio,-0.00034614054342432376,8.171269801703654e-05,1.6180339887498947,1e-10
870,golden_ratio,-0.0001827151473905392,8.171269801703654e-05,1.6180339887498947,1e-10
871,golden_ratio,-8.171269801676684e-05,8.171269801703654e-05,1.6180339887497088,1e-10
872,golden_ratio,-8.171269801676684e-05,1.9289751357035912e-05,1.6180339887498947,1e-10
873,golden_ratio,-4.313319530296473e-05,1.9289751357035912e-05,1.6180339887498947,1e-10
874,golden_ratio,-1.928975135675459e-05,1.9289751357035912e-05,1.6180339887503823,1e-10
875,golden_ratio,-1.928975135675459e-05,4.55369258943675e-06,1.6180339887498947,1e-10
876,golden_ratio,-1.0182366178162418e-05,4.55369258943675e-06,1.618033988749895,1e-10
877,golden_ratio,-4.553692589162601e-06,4.55369258943675e-06,1.6180339887486197,1e-10
878,golden_ratio,-4.553692589162601e-06,1.07498099984883e-06,1.6180339887498945,1e-10
879,golden_ratio,-2.403730589739091e-06,1.07498099984883e-06,1.618033988749895,1e-10
880,golden_ratio,-1.0749809995702438e-06,1.07498099984883e-06,1.6180339887532336,1e-10
881,golden_ratio,-1.0749809995702438e-06,2.537685905914256e-07,1.6180339887498945,1e-10
882,golden_ratio,-5.67443818665979e-07,2.537685905914256e-07,1.618033988749895,1e-10
883,golden_ratio,-2.5376859031558097e-07,2.537685905914256e-07,1.6180339887411541,1e-10
884,golden_ratio,-2.5376859031558097e-07,5.99066380392533e-08,1.6180339887498947,1e-10
885,golden_ratio,-1.3395531451291907e-07,5.99066380392533e-08,1.6180339887498947,1e-10
886,golden_ratio,-5.990663776171411e-08,5.99066380392533e-08,1.6180339887727788,1e-10
887,golden_ratio,-5.990663776171411e-08,1.4142038986749034e-08,1.6180339887498947,1e-10
888,golden_ratio,-3.1622560065755244e-08,1.4142038986749034e-08,1.6180339887498947,1e-10
889,golden_ratio,-1.4142038710257112e-08,1.4142038986749034e-08,1.6180339886899842,1e-10
890,golden_ratio,-1.4142038710257112e-08,3.338482646935538e-09,1.618033988749895,1e-10
891,golden_ratio,-7.465073692877961e-09,3.338482646935538e-09,1.6180339887498947,1e-10
892,golden_ratio,-3.338482369796365e-09,3.338482646935538e-09,1.618033988906743,1e-10
893,golden_ratio,-3.338482369796365e-09,7.881089522379617e-10,1.618033988749895,1e-10
894,golden_ratio,-1.7622647424596154e-09,7.881089522379617e-10,1.6180339887498945,1e-10
895,golden_ratio,-7.881086754988094e-10,7.881089522379617e-10,1.6180339883392616,1e-10
896,golden_ratio,-7.881086754988094e-10,1.8604739210924423e-10,1.6180339887498945,1e-10
897,golden_ratio,-4.160141680194734e-10,1.8604739210924423e-10,1.6180339887498951,1e-10
898,golden_ratio,-1.8604711512286513e-10,1.8604739210924423e-10,1.6180339898249472,1e-10
899,golden_ratio,-1.8604711512286513e-10,4.3919937373722034e-11,1.6180339887498947,1e-10
900,golden_ratio,-9.820751736180022e-11,4.3919937373722034e-11,1.6180339887498947,1e-10
901,fibonacci,-2.0,2.0,1.0,1e-10
902,fibonacci,-2.0,0.4721359549995796,1.6180339887498947,1e-10
903,fibonacci,-1.0557280900008412,0.4721359549995796,1.6180339887498947,1e-10
904,fibonacci,-0.4721359549995794,0.4721359549995796,1.6180339887498947,1e-10
905,fibonacci,-0.4721359549995794,0.11145618000168267,1.6180339887498945,1e-10
906,fibonacci,-0.24922359499621444,0.11145618000168267,1.618033988749895,1e-10
907,fibonacci,-0.11145618000168223,0.11145618000168267,1.6180339887498951,1e-10
908,fibonacci,-0.11145618000168223,0.02631123499284993,1.6180339887498945,1e-10
909,fibonacci,-0.05883371001598285,0.02631123499284993,1.618033988749895,1e-10
910,fibonacci,-0.026311234992849458,0.02631123499284993,1.6180339887498945,1e-10
911,fibonacci,-0.026311234992849458,0.006211240030283963,1.6180339887498945,1e-10
912,fibonacci,-0.013888754932282013,0.006211240030283963,1.6180339887498951,1e-10
913,fibonacci,-0.00621124003028347,0.006211240030283963,1.6180339887498962,1e-10
914,fibonacci,-0.00621124003028347,0.0014662748717150552,1.618033988749895,1e-10
915,fibonacci,-0.0032786902868538518,0.0014662748717150552,1.618033988749895,1e-10
916,fibonacci,-0.0014662748717145704,0.0014662748717150552,1.618033988749891,1e-10
917,fibonacci,-0.0014662748717145704,0.00034614054342472275,1.618033988749894,1e-10
918,fibonacci,-0.0007739937848656097,0.00034614054342472275,1.618033988749897,1e-10
919,fibonacci,-0.00034614054342423355,0.00034614054342472275,1.6180339887498998,1e-10
920,fibonacci,-0.00034614054342423355,8.171269801713563e-05,1.6180339887499087,1e-10
921,fibonacci,-0.00018271514739045148,8.171269801713563e-05,1.6180339887498587,1e-10
922,fibonacci,-8.17126980166491e-05,8.171269801713563e-05,1.618033988749963,1e-10
923,fibonacci,-8.17126980166491e-05,1.928975135715752e-05,1.6180339887496482,1e-10
924,fibonacci,-4.313319530282058e-05,1.928975135715752e-05,1.6180339887505408,1e-10
925,fibonacci,-1.928975135666937e-05,1.928975135715752e-05,1.6180339887482718,1e-10
926,fibonacci,-1.928975135666937e-05,4.553692589479208e-06,1.6180339887543225,1e-10
927,fibonacci,-1.0182366178199103e-05,4.553692589479208e-06,1.618033988738303,1e-10
928,fibonacci,-4.553692588992066e-06,4.553692589479208e-06,1.6180339887800639,1e-10
929,fibonacci,-4.553692588992066e-06,1.0749810002165986e-06,1.6180339886704431,1e-10
930,fibonacci,-2.403730589046012e-06,1.0749810002165986e-06,1.618033988957902,1e-10
931,fibonacci,-1.0749809997288347e-06,1.0749810002165986e-06,1.6180339882057921,1e-10
932,fibonacci,-1.0749809997288347e-06,2.5376858958733825e-07,1.6180339901755971,1e-10
933,fibonacci,-5.67443821041922e-07,2.5376858958733825e-07,1.618033985017358,1e-10
934,fibonacci,-2.5376858909995824e-07,2.5376858958733825e-07,1.6180339985205796,1e-10
935,fibonacci,-2.5376858909995824e-07,5.990664284262664e-08,1.6180339631667064,1e-10
936,fibonacci,-1.33955303902085e-07,5.990664284262664e-08,1.618034055727554,1e-10
937,fibonacci,-5.99066423550093e-08,5.990664284262664e-08,1.61803381340333,1e-10
938,fibonacci,-5.99066423550093e-08,1.4142019191682416e-08,1.618034447821682,1e-10
939,fibonacci,-3.1622604459261804e-08,1.4142019191682416e-08,1.618032786885246,1e-10
940,fibonacci,-1.4142018704211738e-08,1.4142019191682416e-08,1.6180371352701246,1e-10
941,fibonacci,-1.4142018704211738e-08,3.3385670510756287e-09,1.6180257510729614,1e-10
942,fibonacci,-7.464885089531155e-09,3.3385670510756287e-09,1.6180555555555558,1e-10
943,fibonacci,-3.3385665635143124e-09,3.3385670510756287e-09,1.6179775281118514,1e-10
944,fibonacci,-3.3385665635143124e-09,7.877519623558753e-10,1.6181818181818184,1e-10
945,fibonacci,-1.763063126363877e-09,7.877519623558753e-10,1.6176470588235294,1e-10
946,fibonacci,-7.877514748505731e-10,7.877519623558753e-10,1.6190476189900578,1e-10
947,fibonacci,-7.877514748505731e-10,1.8756017675341877e-10,1.6153846153846154,1e-10
948,fibonacci,-4.126316088490377e-10,1.8756017675341877e-10,1.625,1e-10
949,fibonacci,-1.875596892134418e-10,1.8756017675341877e-10,1.6000000001478982,1e-10
950,fibonacci,-1.875596892134418e-10,3.7512230366674525e-11,1.6666666666666667,1e-10
951,parabolic,-2.0,2.0,1.0,1e-10
952,parabolic,-0.7207948703648465,2.0,1.4701586082686262,1e-10
953,parabolic,-0.26544714754222193,2.0,1.2009968421980757,1e-10
954,parabolic,-0.08797977224582557,2.0,1.084994777083263,1e-10
955,parabolic,-0.0273176113185062,2.0,1.0299223765376688,1e-10
956,parabolic,-0.008260960648032141,2.0,1.0094891306677218,1e-10
957,parabolic,-0.0024762949906520586,2.0,1.0028887561225324,1e-10
958,parabolic,-0.0007402780567819726,2.0,1.0008676873020002,1e-10
959,parabolic,-0.00022112177706011673,2.0,1.0002595494438438,1e-10
960,parabolic,-6.603308115171944e-05,2.0,1.0000775417877925,1e-10
961,parabolic,-1.9717858700214587e-05,2.0,1.000023157382919,1e-10
962,parabolic,-5.8877372744529025e-06,2.0,1.0000069150403557,1e-10
963,parabolic,-1.7580622687869432e-06,2.0,1.000002064835688,1e-10
964,parabolic,-5.249515659949559e-07,2.0,1.0000006165551893,1e-10
965,parabolic,-1.567487061002617e-07,2.0,1.0000001841014157,1e-10
966,parabolic,-4.680460860712416e-08,2.0,1.0000000549720474,1e-10
967,parabolic,-1.3975689671841542e-08,2.0,1.0000000164144593,1e-10
968,parabolic,-4.17309116735829e-09,2.0,1.0000000049012991,1e-10
969,parabolic,-1.2460701560516985e-09,2.0,1.0000000014635104,1e-10
970,parabolic,-3.7207210899145e-10,2.0,1.000000000436999,1e-10
971,parabolic,-1.1109940604849843e-10,2.0,1.0000000001304863,1e-10
972,brent,-2.0,2.0,1.0,1e-10
973,brent,-2.0,0.7639320225002102,1.447213595499958,1e-10
974,brent,-2.0,0.2917960675006308,1.2060113295832984,1e-10
975,brent,-2.0,0.06509898308689066,1.1097754084769704,1e-10
976,brent,-2.0,0.007908487738047046,1.0284826204471451,1e-10
977,brent,-2.0,0.0002480941061606878,1.0038297217502459,1e-10
978,brent,-2.0,9.770247153393003e-07,1.0001235584803627,1e-10
979,brent,-2.0,1.2118194339763542e-10,1.0000004884517668,1e-10
980,dichotomy,-2.0,2.0,1.0,1e-11
981,dichotomy,-2.0,2.9999999999999997e-12,1.9999999999970002,1e-11
982,dichotomy,-1.0000000000015,2.9999999999999997e-12,1.999999999994,1e-11
983,dichotomy,-0.50000000000225,2.9999999999999997e-12,1.9999999999879998,1e-11
984,dichotomy,-0.250000000002625,2.9999999999999997e-12,1.999999999976,1e-11
985,dichotomy,-0.1250000000028125,2.9999999999999997e-12,1.9999999999520002,1e-11
986,dichotomy,-0.06250000000290624,2.9999999999999997e-12,1.999999999904,1e-11
987,dichotomy,-0.031250000002953124,2.9999999999999997e-12,1.9999999998079998,1e-11
988,dichotomy,-0.015625000002976563,2.9999999999999997e-12,1.999999999616,1e-11
989,dichotomy,-0.007812500002988281,2.9999999999999997e-12,1.9999999992320001,1e-11
990,dichotomy,-0.0039062500029941405,2.9999999999999997e-12,1.9999999984639998,1e-11
991,dichotomy,-0.0019531250029970705,2.9999999999999997e-12,1.999999996928,1e-11
992,dichotomy,-0.0009765625029985352,2.9999999999999997e-12,1.999999993856,1e-11
993,dichotomy,-0.0004882812529992676,2.9999999999999997e-12,1.9999999877120003,1e-11
994,dichotomy,-0.0002441406279996338,2.9999999999999997e-12,1.9999999754240008,1e-11
995,dichotomy,-0.0001220703154998169,2.9999999999999997e-12,1.9999999508480026,1e-11
996,dichotomy,-6.103515924990844e-05,2.9999999999999997e-12,1.9999999016960097,1e-11
997,dichotomy,-3.051758112495422e-05,2.9999999999999997e-12,1.9999998033920385,1e-11
998,dichotomy,-1.525879206247711e-05,2.9999999999999997e-12,1.9999996067841543,1e-11
999,dichotomy,-7.629397531238556e-06,2.9999999999999997e-12,1.9999992135686184,1e-11
1000,dichotomy,-3.814700265619278e-06,2.9999999999999997e-12,1.9999984271384739,1e-11
1001,dichotomy,-1.907351632809639e-06,2.9999999999999997e-12,1.9999968542818958,1e-11
1002,dichotomy,-9.536773164048194e-07,2.9999999999999997e-12,1.999993708583582,1e-11
1003,dichotomy,-4.768401582024098e-07,2.9999999999999997e-12,1.9999874172463277,1e-11
1004,dichotomy,-2.3842157910120487e-07,2.9999999999999997e-12,1.999974834809303,1e-11
1005,dichotomy,-1.1921228955060242e-07,2.9999999999999997e-12,1.9999496708851472,1e-11
1006,dichotomy,-5.960764477530121e-08,2.9999999999999997e-12,1.999899346836079,1e-11
1007,dichotomy,-2.980532238765061e-08,2.9999999999999997e-12,1.999798713932238,1e-11
1008,dichotomy,-1.4904161193825303e-08,2.9999999999999997e-12,1.9995975088803302,1e-11
1009,dichotomy,-7.453580596912651e-09,2.9999999999999997e-12,1.9991953416285093,1e-11
1010,dichotomy,-3.728290298456326e-09,2.9999999999999997e-12,1.9983919771660537,1e-11
1011,dichotomy,-1.865645149228163e-09,2.9999999999999997e-12,1.9967891175044772,1e-11
1012,dichotomy,-9.343225746140815e-10,2.9999999999999997e-12,1.9935987885467599,1e-11
1013,dichotomy,-4.686612873070408e-10,2.9999999999999997e-12,1.9872790068605013,1e-11
1014,dichotomy,-2.358306436535204e-10,2.9999999999999997e-12,1.9748775956543316,1e-11
1015,dichotomy,-1.194153218267602e-10,2.9999999999999997e-12,1.9509865275811547,1e-11
1016,dichotomy,-6.120766091338009e-11,2.9999999999999997e-12,1.9065532069748754,1e-11
1017,dichotomy,-3.2103830456690047e-11,2.9999999999999997e-12,1.829078481694395,1e-11
1018,dichotomy,-1.7551915228345025e-11,2.9999999999999997e-12,1.7080564057735674,1e-11
1019,dichotomy,-1.0275957614172512e-11,2.9999999999999997e-12,1.5480552006587602,1e-11
1020,golden_ratio,-2.0,2.0,1.0,1e-11
1021,golden_ratio,-2.0,0.4721359549995796,1.6180339887498947,1e-11
1022,golden_ratio,-1.0557280900008412,0.4721359549995796,1.6180339887498947,1e-11
1023,golden_ratio,-0.4721359549995796,0.4721359549995796,1.6180339887498942,1e-11
1024,golden_ratio,-0.4721359549995796,0.11145618000168256,1.6180339887498947,1e-11
1025,golden_ratio,-0.24922359499621466,0.11145618000168256,1.6180339887498947,1e-11
1026,golden_ratio,-0.11145618000168223,0.11145618000168256,1.6180339887498965,1e-11
1027,golden_ratio,-0.11145618000168223,0.026311234992849847,1.6180339887498947,1e-11
1028,golden_ratio,-0.05883371001598289,0.026311234992849847,1.6180339887498947,1e-11
1029,golden_ratio,-0.026311234992849625,0.026311234992849847,1.6180339887498911,1e-11
1030,golden_ratio,-0.026311234992849625,0.006211240030283845,1.6180339887498947,1e-11
1031,golden_ratio,-0.013888754932282164,0.006211240030283845,1.6180339887498947,1e-11
1032,golden_ratio,-0.006211240030283539,0.006211240030283845,1.6180339887499053,1e-11
1033,golden_ratio,-0.006211240030283539,0.0014662748717149572,1.6180339887498947,1e-11
1034,golden_ratio,-0.003278690286853932,0.0014662748717149572,1.6180339887498947,1e-11
1035,golden_ratio,-0.0014662748717146996,0.0014662748717149572,1.6180339887498678,1e-11
1036,golden_ratio,-0.0014662748717146996,0.00034614054342461216,1.6180339887498947,1e-11
1037,golden_ratio,-0.0007739937848657333,0.00034614054342461216,1.6180339887498947,1e-11
1038,golden_ratio,-0.00034614054342432376,0.00034614054342461216,1.6180339887499662,1e-11
1039,golden_ratio,-0.00034614054342432376,8.171269801703654e-05,1.6180339887498947,1e-11
1040,golden_ratio,-0.0001827151473905392,8.171269801703654e-05,1.6180339887498947,1e-11
1041,golden_ratio,-8.171269801676684e-05,8.171269801703654e-05,1.6180339887497088,1e-11
1042,golden_ratio,-8.171269801676684e-05,1.9289751357035912e-05,1.6180339887498947,1e-11
1043,golden_ratio,-4.313319530296473e-05,1.9289751357035912e-05,1.6180339887498947,1e-11
1044,golden_ratio,-1.928975135675459e-05,1.9289751357035912e-05,1.6180339887503823,1e-11
1045,golden_ratio,-1.928975135675459e-05,4.55369258943675e-06,1.6180339887498947,1e-11
1046,golden_ratio,-1.0182366178162418e-05,4.55369258943675e-06,1.618033988749895,1e-11
1047,golden_ratio,-4.553692589162601e-06,4.55369258943675e-06,1.6180339887486197,1e-11
1048,golden_ratio,-4.553692589162601e-06,1.07498099984883e-06,1.6180339887498945,1e-11
1049,golden_ratio,-2.403730589739091e-06,1.07498099984883e-06,1.618033988749895,1e-11
1050,golden_ratio,-1.0749809995702438e-06,1.07498099984883e-06,1.6180339887532336,1e-11
1051,golden_ratio,-1.0749809995702438e-06,2.537685905914256e-07,1.6180339887498945,1e-11
1052,golden_ratio,-5.67443818665979e-07,2.537685905914256e-07,1.618033988749895,1e-11
1053,golden_ratio,-2.5376859031558097e-07,2.537685905914256e-07,1.6180339887411541,1e-11
1054,golden_ratio,-2.5376859031558097e-07,5.99066380392533e-08,1.6180339887498947,1e-11
1055,golden_ratio,-1.3395531451291907e-07,5.99066380392533e-08,1.6180339887498947,1e-11
1056,golden_ratio,-5.990663776171411e-08,5.99066380392533e-08,1.6180339887727788,1e-11
1057,golden_ratio,-5.990663776171411e-08,1.4142038986749034e-08,1.6180339887498947,1e-11
1058,golden_ratio,-3.1622560065755244e-08,1.4142038986749034e-08,1.6180339887498947,1e-11
1059,golden_ratio,-1.4142038710257112e-08,1.4142038986749034e-08,1.6180339886899842,1e-11
1060,golden_ratio,-1.4142038710257112e-08,3.338482646935538e-09,1.618033988749895,1e-11
1061,golden_ratio,-7.465073692877961e-09,3.338482646935538e-09,1.6180339887498947,1e-11
1062,golden_ratio,-3.338482369796365e-09,3.338482646935538e-09,1.618033988906743,1e-11
1063,golden_ratio,-3.338482369796365e-09,7.881089522379617e-10,1.618033988749895,1e-11
1064,golden_ratio,-1.7622647424596154e-09,7.881089522379617e-10,1.6180339887498945,1e-11
1065,golden_ratio,-7.881086754988094e-10,7.881089522379617e-10,1.6180339883392616,1e-11
1066,golden_ratio,-7.881086754988094e-10,1.8604739210924423e-10,1.6180339887498945,1e-11
1067,golden_ratio,-4.160141680194734e-10,1.8604739210924423e-10,1.6180339887498951,1e-11
1068,golden_ratio,-1.8604711512286513e-10,1.8604739210924423e-10,1.6180339898249472,1e-11
1069,golden_ratio,-1.8604711512286513e-10,4.3919937373722034e-11,1.6180339887498947,1e-11
1070,golden_ratio,-9.820751736180022e-11,4.3919937373722034e-11,1.6180339887498947,1e-11
1071,golden_ratio,-4.391966054013733e-11,4.3919937373722034e-11,1.6180339859353718,1e-11
1072,golden_ratio,-4.391966054013733e-11,1.0368196528752121e-11,1.6180339887498947,1e-11
1073,golden_ratio,-2.3183544316217805e-11,1.0368196528752121e-11,1.6180339887498947,1e-11
